56,213,1,2023-11-19 22:12:55.408714,2023-11-19 22:12:55.504285,2023-11-19 22:12:55.501905
57,214,1,2023-11-19 22:12:55.511639,2023-11-19 22:12:55.603019,2023-11-19 22:12:55.600439
58,215,1,2023-11-19 22:12:55.610461,2023-11-19 22:12:55.701788,2023-11-19 22:12:55.699428
59,216,1,2023-11-19 22:12:55.708798,2023-11-19 22:12:55.801610,2023-11-19 22:12:55.799119
60,217,1,2023-11-19 22:12:55.809577,2023-11-19 22:12:55.904326,2023-11-19 22:12:55.901807
61,218,1,2023-11-19 22:12:55.911666,2023-11-19 22:12:56.004012,2023-11-19 22:12:56.001670
62,219,1,2023-11-19 22:12:56.010737,2023-11-19 22:12:56.103107,2023-11-19 22:12:56.100933
63,220,1,2023-11-19 22:12:56.110253,2023-11-19 22:12:56.202578,2023-11-19 22:12:56.199474
64,221,1,2023-11-19 22:12:56.210071,2023-11-19 22:12:56.303227,2023-11-19 22:12:56.300995
65,222,1,2023-11-19 22:12:56.309916,2023-11-19 22:12:56.402879,2023-11-19 22:12:56.400635
66,223,1,2023-11-19 22:12:56.410509,2023-11-19 22:12:56.502213,2023-11-19 22:12:56.499821
67,224,1,2023-11-19 22:12:56.509794,2023-11-19 22:12:56.602913,2023-11-19 22:12:56.600493
68,225,1,2023-11-19 22:12:56.610359,2023-11-19 22:12:56.705413,2023-11-19 22:12:56.703157
69,226,1,2023-11-19 22:12:56.712516,2023-11-19 22:12:56.805837,2023-11-19 22:12:56.803594
70,227,1,2023-11-19 22:12:56.814285,2023-11-19 22:12:56.910619,2023-11-19 22:12:56.908168
71,228,1,2023-11-19 22:12:56.917438,2023-11-19 22:12:57.011041,2023-11-19 22:12:57.008561
72,229,1,2023-11-19 22:12:57.017810,2023-11-19 22:12:57.113253,2023-11-19 22:12:57.110035
73,230,1,2023-11-19 22:12:57.120643,2023-11-19 22:12:57.218647,2023-11-19 22:12:57.216266
74,231,1,2023-11-19 22:12:57.225960,2023-11-19 22:12:57.324284,2023-11-19 22:12:57.321897
75,232,1,2023-11-19 22:12:57.330718,2023-11-19 22:12:57.420378,2023-11-19 22:12:57.417331
76,233,1,2023-11-19 22:12:57.427253,2023-11-19 22:12:57.518890,2023-11-19 22:12:57.516760
77,234,1,2023-11-19 22:12:57.526270,2023-11-19 22:12:57.619576,2023-11-19 22:12:57.617139
78,235,1,2023-11-19 22:12:57.626353,2023-11-19 22:12:57.715317,2023-11-19 22:12:57.713024
79,236,1,2023-11-19 22:12:57.722881,2023-11-19 22:12:57.815719,2023-11-19 22:12:57.813307
80,237,1,2023-11-19 22:12:57.822827,2023-11-19 22:12:57.917163,2023-11-19 22:12:57.914470
81,238,1,2023-11-19 22:12:57.923686,2023-11-19 22:12:58.015490,2023-11-19 22:12:58.013021
82,239,1,2023-11-19 22:12:58.022358,2023-11-19 22:12:58.113320,2023-11-19 22:12:58.111116
83,240,1,2023-11-19 22:12:58.122036,2023-11-19 22:12:58.216910,2023-11-19 22:12:58.214217
84,241,1,2023-11-19 22:12:58.223663,2023-11-19 22:12:58.319809,2023-11-19 22:12:58.317430
85,242,1,2023-11-19 22:12:58.326718,2023-11-19 22:12:58.422611,2023-11-19 22:12:58.420026
86,243,1,2023-11-19 22:12:58.430124,2023-11-19 22:12:58.522473,2023-11-19 22:12:58.519887
87,244,1,2023-11-19 22:12:58.530651,2023-11-19 22:12:58.623554,2023-11-19 22:12:58.621308
88,245,1,2023-11-19 22:12:58.631116,2023-11-19 22:12:58.726550,2023-11-19 22:12:58.724193
89,246,1,2023-11-19 22:12:58.733499,2023-11-19 22:12:58.830567,2023-11-19 22:12:58.828017
91,248,1,2023-11-19 22:12:58.938924,2023-11-19 22:12:59.032270,2023-11-19 22:12:59.029987
92,249,1,2023-11-19 22:12:59.038732,2023-11-19 22:12:59.138043,2023-11-19 22:12:59.135669
93,250,1,2023-11-19 22:12:59.145147,2023-11-19 22:12:59.242074,2023-11-19 22:12:59.239567
94,251,1,2023-11-19 22:12:59.249746,2023-11-19 22:12:59.343769,2023-11-19 22:12:59.340416
95,252,1,2023-11-19 22:12:59.351027,2023-11-19 22:12:59.445378,2023-11-19 22:12:59.443062
96,253,1,2023-11-19 22:12:59.452025,2023-11-19 22:12:59.540818,2023-11-19 22:12:59.538543
97,254,1,2023-11-19 22:12:59.547285,2023-11-19 22:12:59.639040,2023-11-19 22:12:59.636690
98,255,1,2023-11-19 22:12:59.645442,2023-11-19 22:12:59.737285,2023-11-19 22:12:59.734727
99,256,1,2023-11-19 22:12:59.744198,2023-11-19 22:12:59.833720,2023-11-19 22:12:59.831569
100,257,1,2023-11-19 22:12:59.841130,2023-11-19 22:12:59.932450,2023-11-19 22:12:59.930063
101,258,1,2023-11-19 22:12:59.940920,2023-11-19 22:13:00.033756,2023-11-19 22:13:00.031418
102,259,1,2023-11-19 22:13:00.040535,2023-11-19 22:13:00.138427,2023-11-19 22:13:00.135842
103,260,1,2023-11-19 22:13:00.146020,2023-11-19 22:13:00.243793,2023-11-19 22:13:00.241252
104,261,1,2023-11-19 22:13:00.251379,2023-11-19 22:13:00.360495,2023-11-19 22:13:00.357100
105,262,1,2023-11-19 22:13:00.368407,2023-11-19 22:13:00.463633,2023-11-19 22:13:00.461324
106,263,1,2023-11-19 22:13:00.471142,2023-11-19 22:13:00.569149,2023-11-19 22:13:00.566698
107,264,1,2023-11-19 22:13:00.575883,2023-11-19 22:13:00.674420,2023-11-19 22:13:00.672029
108,265,1,2023-11-19 22:13:00.681081,2023-11-19 22:13:00.779279,2023-11-19 22:13:00.776974
109,266,1,2023-11-19 22:13:00.786876,2023-11-19 22:13:00.888732,2023-11-19 22:13:00.886159
110,267,1,2023-11-19 22:13:00.895012,2023-11-19 22:13:00.987780,2023-11-19 22:13:00.985290
111,268,1,2023-11-19 22:13:00.994886,2023-11-19 22:13:01.091253,2023-11-19 22:13:01.088856
112,269,1,2023-11-19 22:13:01.101855,2023-11-19 22:13:01.199998,2023-11-19 22:13:01.197700
113,270,1,2023-11-19 22:13:01.207726,2023-11-19 22:13:01.308334,2023-11-19 22:13:01.306070
114,271,1,2023-11-19 22:13:01.316230,2023-11-19 22:13:01.416313,2023-11-19 22:13:01.413799
115,272,1,2023-11-19 22:13:01.423638,2023-11-19 22:13:01.517823,2023-11-19 22:13:01.515243
116,273,1,2023-11-19 22:13:01.525101,2023-11-19 22:13:01.621497,2023-11-19 22:13:01.618181
117,274,1,2023-11-19 22:13:01.631217,2023-11-19 22:13:01.727686,2023-11-19 22:13:01.725081
118,158,2,2023-11-19 22:13:01.737747,2023-11-19 22:13:01.835866,2023-11-19 22:13:01.833468
119,159,2,2023-11-19 22:13:01.842736,2023-11-19 22:13:01.938433,2023-11-19 22:13:01.936166
120,160,2,2023-11-19 22:13:01.945548,2023-11-19 22:13:02.039270,2023-11-19 22:13:02.036805
121,161,2,2023-11-19 22:13:02.046461,2023-11-19 22:13:02.140508,2023-11-19 22:13:02.138310
122,162,2,2023-11-19 22:13:02.147957,2023-11-19 22:13:02.250794,2023-11-19 22:13:02.248200
123,163,2,2023-11-19 22:13:02.258674,2023-11-19 22:13:02.353032,2023-11-19 22:13:02.350687
124,164,2,2023-11-19 22:13:02.361259,2023-11-19 22:13:02.495195,2023-11-19 22:13:02.492935
125,165,2,2023-11-19 22:13:02.502166,2023-11-19 22:13:02.598304,2023-11-19 22:13:02.595757
126,166,2,2023-11-19 22:13:02.605776,2023-11-19 22:13:02.703140,2023-11-19 22:13:02.700842
127,167,2,2023-11-19 22:13:02.710650,2023-11-19 22:13:02.812737,2023-11-19 22:13:02.810135
128,168,2,2023-11-19 22:13:02.826058,2023-11-19 22:13:02.924657,2023-11-19 22:13:02.922174
129,169,2,2023-11-19 22:13:02.932272,2023-11-19 22:13:03.031560,2023-11-19 22:13:03.029266
130,170,2,2023-11-19 22:13:03.039450,2023-11-19 22:13:03.137129,2023-11-19 22:13:03.133981
131,171,2,2023-11-19 22:13:03.144612,2023-11-19 22:13:03.244017,2023-11-19 22:13:03.241515
132,172,2,2023-11-19 22:13:03.251663,2023-11-19 22:13:03.350477,2023-11-19 22:13:03.347806
133,173,2,2023-11-19 22:13:03.358232,2023-11-19 22:13:03.454169,2023-11-19 22:13:03.451772
134,174,2,2023-11-19 22:13:03.461084,2023-11-19 22:13:03.567363,2023-11-19 22:13:03.564807
135,175,2,2023-11-19 22:13:03.574376,2023-11-19 22:13:03.667854,2023-11-19 22:13:03.665435
136,176,2,2023-11-19 22:13:03.674667,2023-11-19 22:13:03.771574,2023-11-19 22:13:03.769231
137,177,2,2023-11-19 22:13:03.778394,2023-11-19 22:13:03.873193,2023-11-19 22:13:03.870614
138,178,2,2023-11-19 22:13:03.881569,2023-11-19 22:13:03.985082,2023-11-19 22:13:03.982711
139,179,2,2023-11-19 22:13:03.992558,2023-11-19 22:13:04.087374,2023-11-19 22:13:04.084740
140,180,2,2023-11-19 22:13:04.095298,2023-11-19 22:13:04.190962,2023-11-19 22:13:04.188561
141,181,2,2023-11-19 22:13:04.197729,2023-11-19 22:13:04.295748,2023-11-19 22:13:04.293241
142,182,2,2023-11-19 22:13:04.302755,2023-11-19 22:13:04.398221,2023-11-19 22:13:04.395778
143,183,2,2023-11-19 22:13:04.405791,2023-11-19 22:13:04.505220,2023-11-19 22:13:04.502774
144,184,2,2023-11-19 22:13:04.512654,2023-11-19 22:13:04.614012,2023-11-19 22:13:04.611689
145,185,2,2023-11-19 22:13:04.622588,2023-11-19 22:13:04.733469,2023-11-19 22:13:04.731047
146,186,2,2023-11-19 22:13:04.741110,2023-11-19 22:13:04.843948,2023-11-19 22:13:04.841334
147,187,2,2023-11-19 22:13:04.851814,2023-11-19 22:13:04.949960,2023-11-19 22:13:04.947474
148,188,2,2023-11-19 22:13:04.957374,2023-11-19 22:13:05.055681,2023-11-19 22:13:05.053140
149,189,2,2023-11-19 22:13:05.063280,2023-11-19 22:13:05.175780,2023-11-19 22:13:05.173232
150,190,2,2023-11-19 22:13:05.183583,2023-11-19 22:13:05.283991,2023-11-19 22:13:05.281556
151,191,2,2023-11-19 22:13:05.291559,2023-11-19 22:13:05.393738,2023-11-19 22:13:05.391308
152,192,2,2023-11-19 22:13:05.401312,2023-11-19 22:13:05.507019,2023-11-19 22:13:05.504778
153,193,2,2023-11-19 22:13:05.515606,2023-11-19 22:13:05.611727,2023-11-19 22:13:05.609503
154,194,2,2023-11-19 22:13:05.619760,2023-11-19 22:13:05.717656,2023-11-19 22:13:05.715067
155,195,2,2023-11-19 22:13:05.724602,2023-11-19 22:13:05.822001,2023-11-19 22:13:05.819509
156,196,2,2023-11-19 22:13:05.829805,2023-11-19 22:13:05.933349,2023-11-19 22:13:05.926516
157,197,2,2023-11-19 22:13:05.944130,2023-11-19 22:13:06.041496,2023-11-19 22:13:06.039071
158,198,2,2023-11-19 22:13:06.048703,2023-11-19 22:13:06.143096,2023-11-19 22:13:06.140853
159,199,2,2023-11-19 22:13:06.151490,2023-11-19 22:13:06.247689,2023-11-19 22:13:06.245474
160,200,2,2023-11-19 22:13:06.254914,2023-11-19 22:13:06.354277,2023-11-19 22:13:06.351715
161,201,2,2023-11-19 22:13:06.361415,2023-11-19 22:13:06.458552,2023-11-19 22:13:06.456130
162,202,2,2023-11-19 22:13:06.466278,2023-11-19 22:13:06.564125,2023-11-19 22:13:06.561712
163,203,2,2023-11-19 22:13:06.571932,2023-11-19 22:13:06.673368,2023-11-19 22:13:06.670791
164,204,2,2023-11-19 22:13:06.680804,2023-11-19 22:13:06.777886,2023-11-19 22:13:06.775468
165,205,2,2023-11-19 22:13:06.785215,2023-11-19 22:13:06.897159,2023-11-19 22:13:06.894695
166,206,2,2023-11-19 22:13:06.904408,2023-11-19 22:13:07.002940,2023-11-19 22:13:07.000383
167,207,2,2023-11-19 22:13:07.010514,2023-11-19 22:13:07.105169,2023-11-19 22:13:07.102588
168,208,2,2023-11-19 22:13:07.113051,2023-11-19 22:13:07.213132,2023-11-19 22:13:07.210786
169,209,2,2023-11-19 22:13:07.220305,2023-11-19 22:13:07.320219,2023-11-19 22:13:07.317699
170,210,2,2023-11-19 22:13:07.327603,2023-11-19 22:13:07.422833,2023-11-19 22:13:07.420658
172,212,2,2023-11-19 22:13:07.532393,2023-11-19 22:13:07.628824,2023-11-19 22:13:07.626471
173,213,2,2023-11-19 22:13:07.636445,2023-11-19 22:13:07.731604,2023-11-19 22:13:07.729315
174,214,2,2023-11-19 22:13:07.739234,2023-11-19 22:13:07.836538,2023-11-19 22:13:07.834137
175,215,2,2023-11-19 22:13:07.844034,2023-11-19 22:13:07.936735,2023-11-19 22:13:07.934532
176,216,2,2023-11-19 22:13:07.944209,2023-11-19 22:13:08.037493,2023-11-19 22:13:08.035001
177,217,2,2023-11-19 22:13:08.044074,2023-11-19 22:13:08.133075,2023-11-19 22:13:08.130849
178,218,2,2023-11-19 22:13:08.139916,2023-11-19 22:13:08.230647,2023-11-19 22:13:08.228377
179,219,2,2023-11-19 22:13:08.237382,2023-11-19 22:13:08.329103,2023-11-19 22:13:08.326744
180,220,2,2023-11-19 22:13:08.336159,2023-11-19 22:13:08.426858,2023-11-19 22:13:08.424683
181,221,2,2023-11-19 22:13:08.434224,2023-11-19 22:13:08.526625,2023-11-19 22:13:08.524162
182,222,2,2023-11-19 22:13:08.533542,2023-11-19 22:13:08.624558,2023-11-19 22:13:08.622228
183,223,2,2023-11-19 22:13:08.631870,2023-11-19 22:13:08.726846,2023-11-19 22:13:08.724532
184,224,2,2023-11-19 22:13:08.733860,2023-11-19 22:13:08.828861,2023-11-19 22:13:08.826300
185,225,2,2023-11-19 22:13:08.836311,2023-11-19 22:13:08.932494,2023-11-19 22:13:08.930000
186,226,2,2023-11-19 22:13:08.939737,2023-11-19 22:13:09.035164,2023-11-19 22:13:09.032782
187,227,2,2023-11-19 22:13:09.043687,2023-11-19 22:13:09.139378,2023-11-19 22:13:09.137046
188,228,2,2023-11-19 22:13:09.146599,2023-11-19 22:13:09.243534,2023-11-19 22:13:09.241237
189,229,2,2023-11-19 22:13:09.250783,2023-11-19 22:13:09.346600,2023-11-19 22:13:09.344290
190,230,2,2023-11-19 22:13:09.353364,2023-11-19 22:13:09.449216,2023-11-19 22:13:09.446658
191,231,2,2023-11-19 22:13:09.456699,2023-11-19 22:13:09.555609,2023-11-19 22:13:09.553194
192,232,2,2023-11-19 22:13:09.563805,2023-11-19 22:13:09.659351,2023-11-19 22:13:09.656816
193,233,2,2023-11-19 22:13:09.666999,2023-11-19 22:13:09.763392,2023-11-19 22:13:09.761063
194,234,2,2023-11-19 22:13:09.770698,2023-11-19 22:13:09.870773,2023-11-19 22:13:09.868281
195,235,2,2023-11-19 22:13:09.878444,2023-11-19 22:13:09.976142,2023-11-19 22:13:09.973774
196,236,2,2023-11-19 22:13:09.982932,2023-11-19 22:13:10.076400,2023-11-19 22:13:10.074074
197,237,2,2023-11-19 22:13:10.083563,2023-11-19 22:13:10.176411,2023-11-19 22:13:10.173857
198,238,2,2023-11-19 22:13:10.192964,2023-11-19 22:13:10.287072,2023-11-19 22:13:10.284607
199,239,2,2023-11-19 22:13:10.294030,2023-11-19 22:13:10.386513,2023-11-19 22:13:10.384156
200,240,2,2023-11-19 22:13:10.393121,2023-11-19 22:13:10.485589,2023-11-19 22:13:10.483454
201,241,2,2023-11-19 22:13:10.492647,2023-11-19 22:13:10.585491,2023-11-19 22:13:10.583143
202,242,2,2023-11-19 22:13:10.592334,2023-11-19 22:13:10.685799,2023-11-19 22:13:10.683626
203,243,2,2023-11-19 22:13:10.693174,2023-11-19 22:13:10.787822,2023-11-19 22:13:10.785469
204,244,2,2023-11-19 22:13:10.795850,2023-11-19 22:13:10.890182,2023-11-19 22:13:10.887752
205,245,2,2023-11-19 22:13:10.897724,2023-11-19 22:13:10.993565,2023-11-19 22:13:10.991199
206,246,2,2023-11-19 22:13:11.000890,2023-11-19 22:13:11.103266,2023-11-19 22:13:11.100810
208,248,2,2023-11-19 22:13:11.211826,2023-11-19 22:13:11.340310,2023-11-19 22:13:11.338117
209,249,2,2023-11-19 22:13:11.348411,2023-11-19 22:13:11.443281,2023-11-19 22:13:11.440869
210,250,2,2023-11-19 22:13:11.450007,2023-11-19 22:13:11.558011,2023-11-19 22:13:11.555610
211,251,2,2023-11-19 22:13:11.565756,2023-11-19 22:13:11.662737,2023-11-19 22:13:11.660240
212,252,2,2023-11-19 22:13:11.670338,2023-11-19 22:13:11.783422,2023-11-19 22:13:11.781077
213,253,2,2023-11-19 22:13:11.790821,2023-11-19 22:13:11.950072,2023-11-19 22:13:11.947790
214,254,2,2023-11-19 22:13:11.965407,2023-11-19 22:13:12.064412,2023-11-19 22:13:12.062067
215,255,2,2023-11-19 22:13:12.072120,2023-11-19 22:13:12.189472,2023-11-19 22:13:12.187100
216,256,2,2023-11-19 22:13:12.196926,2023-11-19 22:13:12.286510,2023-11-19 22:13:12.284155
217,257,2,2023-11-19 22:13:12.293475,2023-11-19 22:13:12.388705,2023-11-19 22:13:12.385698
218,258,2,2023-11-19 22:13:12.395450,2023-11-19 22:13:12.489851,2023-11-19 22:13:12.487327
219,259,2,2023-11-19 22:13:12.496342,2023-11-19 22:13:12.589278,2023-11-19 22:13:12.586951
220,260,2,2023-11-19 22:13:12.595180,2023-11-19 22:13:12.682786,2023-11-19 22:13:12.680367
221,261,2,2023-11-19 22:13:12.690269,2023-11-19 22:13:12.783504,2023-11-19 22:13:12.781164
222,262,2,2023-11-19 22:13:12.790732,2023-11-19 22:13:12.892238,2023-11-19 22:13:12.890037
223,263,2,2023-11-19 22:13:12.900740,2023-11-19 22:13:12.998177,2023-11-19 22:13:12.995804
224,264,2,2023-11-19 22:13:13.005681,2023-11-19 22:13:13.103122,2023-11-19 22:13:13.099431
225,265,2,2023-11-19 22:13:13.110088,2023-11-19 22:13:13.203848,2023-11-19 22:13:13.201345
226,266,2,2023-11-19 22:13:13.211194,2023-11-19 22:13:13.306359,2023-11-19 22:13:13.303901
227,267,2,2023-11-19 22:13:13.313473,2023-11-19 22:13:13.408570,2023-11-19 22:13:13.406196
228,268,2,2023-11-19 22:13:13.415588,2023-11-19 22:13:13.512244,2023-11-19 22:13:13.509723
229,269,2,2023-11-19 22:13:13.520006,2023-11-19 22:13:13.617231,2023-11-19 22:13:13.614700
230,270,2,2023-11-19 22:13:13.624174,2023-11-19 22:13:13.721542,2023-11-19 22:13:13.719253
231,271,2,2023-11-19 22:13:13.729369,2023-11-19 22:13:13.828115,2023-11-19 22:13:13.825809
232,272,2,2023-11-19 22:13:13.835406,2023-11-19 22:13:13.930993,2023-11-19 22:13:13.928602
233,273,2,2023-11-19 22:13:13.938031,2023-11-19 22:13:14.032885,2023-11-19 22:13:14.030472
234,274,2,2023-11-19 22:13:14.040566,2023-11-19 22:13:14.134010,2023-11-19 22:13:14.131718
235,158,3,2023-11-19 22:13:14.142546,2023-11-19 22:13:14.236477,2023-11-19 22:13:14.234101
236,159,3,2023-11-19 22:13:14.243774,2023-11-19 22:13:14.334068,2023-11-19 22:13:14.331724
237,160,3,2023-11-19 22:13:14.340809,2023-11-19 22:13:14.433822,2023-11-19 22:13:14.431393
238,161,3,2023-11-19 22:13:14.440534,2023-11-19 22:13:14.529719,2023-11-19 22:13:14.527502
239,162,3,2023-11-19 22:13:14.536759,2023-11-19 22:13:14.627388,2023-11-19 22:13:14.625189
240,163,3,2023-11-19 22:13:14.633881,2023-11-19 22:13:14.725929,2023-11-19 22:13:14.723559
241,164,3,2023-11-19 22:13:14.732679,2023-11-19 22:13:14.819265,2023-11-19 22:13:14.817068
242,165,3,2023-11-19 22:13:14.827233,2023-11-19 22:13:14.914411,2023-11-19 22:13:14.912171
243,166,3,2023-11-19 22:13:14.921018,2023-11-19 22:13:15.011214,2023-11-19 22:13:15.008822
244,167,3,2023-11-19 22:13:15.018090,2023-11-19 22:13:15.110406,2023-11-19 22:13:15.108137
245,168,3,2023-11-19 22:13:15.118623,2023-11-19 22:13:15.208927,2023-11-19 22:13:15.206649
246,169,3,2023-11-19 22:13:15.215530,2023-11-19 22:13:15.306748,2023-11-19 22:13:15.304453
247,170,3,2023-11-19 22:13:15.314151,2023-11-19 22:13:15.403955,2023-11-19 22:13:15.400720
248,171,3,2023-11-19 22:13:15.410461,2023-11-19 22:13:15.498275,2023-11-19 22:13:15.496276
249,172,3,2023-11-19 22:13:15.504840,2023-11-19 22:13:15.594486,2023-11-19 22:13:15.592075
250,173,3,2023-11-19 22:13:15.601373,2023-11-19 22:13:15.694285,2023-11-19 22:13:15.692038
251,174,3,2023-11-19 22:13:15.701080,2023-11-19 22:13:15.793452,2023-11-19 22:13:15.791278
252,175,3,2023-11-19 22:13:15.800083,2023-11-19 22:13:15.891916,2023-11-19 22:13:15.889703
253,176,3,2023-11-19 22:13:15.898599,2023-11-19 22:13:15.990821,2023-11-19 22:13:15.988428
254,177,3,2023-11-19 22:13:15.997743,2023-11-19 22:13:16.090995,2023-11-19 22:13:16.088829
255,178,3,2023-11-19 22:13:16.098833,2023-11-19 22:13:16.192020,2023-11-19 22:13:16.189741
256,179,3,2023-11-19 22:13:16.198444,2023-11-19 22:13:16.287471,2023-11-19 22:13:16.285400
257,180,3,2023-11-19 22:13:16.293951,2023-11-19 22:13:16.381986,2023-11-19 22:13:16.378937
258,181,3,2023-11-19 22:13:16.388535,2023-11-19 22:13:16.474606,2023-11-19 22:13:16.472535
259,182,3,2023-11-19 22:13:16.481455,2023-11-19 22:13:16.568668,2023-11-19 22:13:16.566508
260,183,3,2023-11-19 22:13:16.575116,2023-11-19 22:13:16.664265,2023-11-19 22:13:16.662150
261,184,3,2023-11-19 22:13:16.671198,2023-11-19 22:13:16.757938,2023-11-19 22:13:16.755755
262,185,3,2023-11-19 22:13:16.765571,2023-11-19 22:13:16.851276,2023-11-19 22:13:16.849101
263,186,3,2023-11-19 22:13:16.857643,2023-11-19 22:13:16.945080,2023-11-19 22:13:16.942895
